 Temperatura: 1.4013e-45 Humedad: 7.4465e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.4465e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.4465e-41 Lluvia: 65535
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 65535
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.6 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 26.3 Humedad: 47.5 Lluvia: 0
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 7.44594e-41 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.6 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.5 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.5 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.5 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.5 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.5 Lluvia: 65535
 Temperatura: 1.4013e-45 Humedad: 47.5 Lluvia: 65535
